record_id,start,end
NW_025764347.1,261350,262184
NW_025764356.1,99141,101019
NW_025764356.1,188872,190984
NW_025764359.1,66797,68101
NW_025764374.1,57457,58770
NW_025764379.1,25688,28388
NW_025764444.1,428544,430093
NW_025764444.1,462634,463050
NW_025764444.1,470884,471346
NW_025764444.1,473718,475245
NW_025764444.1,547440,549496
NW_025764444.1,1305421,1306566
NW_025764444.1,1323670,1324293
NW_025764444.1,1368057,1370462
NW_025764447.1,709096,710701
NW_025764447.1,795835,796962
NW_025764447.1,886480,887659
NW_025764462.1,143081,144436
NW_025764467.1,105237,105654
NW_025764467.1,338684,341483
NW_025764473.1,328736,329605
NW_025764477.1,280347,282041
NW_025764497.1,49000,50256
NC_014419.1,6323,8756
NC_014419.1,124459,125533
NC_014419.1,181189,182149
NC_014942.1,817940,821058
NC_014948.1,414602,415817
NC_014948.1,709695,710759
NC_007194.1,29597,29981
NC_007194.1,436428,438168
NC_007194.1,747309,748117
NC_007194.1,1073286,1075893
NC_007194.1,2666253,2667669
NC_007194.1,2988466,2990133
NC_007194.1,3449448,3452240
NC_007194.1,3527668,3531106
NC_007194.1,3873043,3876421
NC_007194.1,4162467,4169859
NC_007194.1,4206661,4209274
NC_007194.1,4368858,4370080
NC_007194.1,4475618,4477020
NC_007194.1,4643312,4645346
NC_007198.1,24488,25947
NC_007198.1,420066,420861
NC_007198.1,549992,552208
NC_007198.1,636919,638154
NC_007198.1,1426379,1429373
NC_007198.1,2278305,2279992
NC_007198.1,2335970,2339320
NC_007198.1,2707218,2708631
NC_007198.1,3197138,3197846
NC_007198.1,3216100,3216172
NC_007198.1,3800549,3801486
NW_024468258.1,176132,176501
NW_024468258.1,765867,766521
NW_024468260.1,130153,130915
NW_024468260.1,660726,661203
NW_024468265.1,187774,188606
NW_003456415.1,238076,239460
NW_003456422.1,161369,162560
NW_003456422.1,579813,582559
NW_003456422.1,1386849,1387597
NW_019671920.1,386504,387715
NW_019671920.1,560134,561427
NW_019671920.1,629645,631065
NW_019671920.1,653687,654258
NW_019671920.1,842901,843715
NW_019671923.1,288166,290288
NW_019671923.1,356781,358691
NW_019671923.1,367407,370966
NW_019671923.1,854242,855628
NW_011371360.1,123422,125352
NW_011371360.1,183737,184770
NW_011371360.1,494632,496645
NW_011371360.1,705140,707744
NW_011371360.1,1616255,1620734
NW_011371360.1,3082040,3083165
NW_011371360.1,3281169,3283261
NW_011371360.1,3300364,3302522
NW_011371360.1,3467679,3469728
NW_011371361.1,473699,473773
NW_011371361.1,681795,682541
NW_011371361.1,813906,814146
NW_011371361.1,852717,853645
NW_011371361.1,1401364,1402244
NW_011371361.1,2235020,2236214
NW_011371361.1,2555595,2558145
NW_011371361.1,2995794,2999415
NW_011371366.1,1102442,1103117
NW_011371373.1,79272,80847
NW_015971543.1,180432,182270
NW_015971543.1,370017,373370
NW_015971543.1,476031,479543
NW_015971543.1,945154,947185
NW_015971543.1,1205162,1208464
NW_015971543.1,1251947,1253755
NW_015971543.1,1264269,1265584
NW_015971549.1,122873,124509
NW_015971553.1,36049,38075
NW_015971553.1,140174,143625
NW_026251927.1,1292502,1295636
NW_026251927.1,2783129,2785338
NW_026251695.1,270115,271428
NW_026249941.1,372290,379643
NW_026249941.1,1246040,1246855
NW_026249851.1,1746775,1748306
NW_026249851.1,2307521,2307899
NC_035790.1,713759,714269
NC_035790.1,985850,988948
NC_035790.1,1183318,1186372
NC_035790.1,1304456,1307195
NC_035790.1,1330682,1330892
NC_035790.1,1956352,1956842
NC_035790.1,2644117,2645241
NC_035790.1,2789356,2790613
NC_035790.1,3107201,3107423
NC_035790.1,3292638,3294899
NC_035790.1,3754040,3756336
NC_035790.1,4519393,4520649
NC_035790.1,5965744,5967073
NC_035790.1,6382687,6383962
NC_035790.1,6404706,6405939
NC_035790.1,6440884,6441931
NC_035790.1,6452482,6454279
NC_035790.1,7050756,7051161
NC_035790.1,8230017,8231057
NC_035790.1,8281786,8282395
NW_024467985.1,67543,69835
NW_024467575.1,741874,745423
NW_024467575.1,1713078,1715598
NW_024467575.1,1750020,1750356
NW_024467575.1,1911482,1914655
NW_024467575.1,2127332,2128565
NW_024467575.1,2209764,2211360
NW_024467575.1,3430388,3431788
NW_024467575.1,3606913,3607506
NW_024467575.1,3736586,3738296
NW_024467575.1,3891063,3892718
NW_024467585.1,240120,241021
NW_024467303.1,123085,123778
NW_024467303.1,687447,688448
NW_024467305.1,328900,329452
NW_024467331.1,32145,35204
NW_024467132.1,146412,148160
NW_024467132.1,379269,379686
NW_024467132.1,566290,566872
NW_024467132.1,577077,577749
NW_024467132.1,579143,580598
NW_024467339.1,19003,19075
NW_024467339.1,90205,90525
NW_024467339.1,130400,131402
NW_024467347.1,4353,6093
NW_024467347.1,6450,7075
NW_024467419.1,495407,496937
NW_024467419.1,556404,557712
NW_024467419.1,672073,679868
NW_024467419.1,928523,929111
NW_024467419.1,1027055,1027895
NW_024467419.1,1120116,1120791
NW_024467419.1,1663718,1666571
NW_024467419.1,1791534,1793340
NW_024467477.1,123345,124370
NW_024545252.1,245622,245729
NW_024545252.1,802914,803780
NW_024545252.1,1040900,1043108
NW_024545252.1,1349009,1352880
NW_024545252.1,1551249,1553491
NW_024545252.1,1837869,1839021
NW_024545252.1,2422500,2423440
NW_024545274.1,162570,164572
NW_024545274.1,173940,174921
NW_024545274.1,237023,239069
NW_024545292.1,121856,122606
NW_024545292.1,313765,317122
NC_054862.1,261610,265593
NC_054862.1,345642,347225
NC_054862.1,566320,567382
NC_054862.1,573436,575283
NC_054862.1,1021689,1023799
NC_054862.1,1097477,1098260
NC_054862.1,1498059,1499069
NC_054862.1,1971619,1972685
NC_054862.1,1992681,1994847
NC_054862.1,2233516,2235225
NC_054862.1,2367354,2369048
NC_054862.1,2596253,2598149
NC_054862.1,2934334,2935901
NC_054862.1,3329605,3330979
NC_054862.1,3345996,3346296
NC_054862.1,3460063,3460502
NC_054863.1,29320,31625
NC_054863.1,251296,252143
NC_054863.1,805542,807334
NC_054863.1,959799,960826
NC_054863.1,1498647,1499770
NC_054863.1,1729709,1732759
NC_054863.1,2396250,2397950
NC_054863.1,2725395,2725482
NC_054863.1,2918549,2920820
NC_054863.1,2935045,2935483
NW_024541258.1,499438,501462
NW_024541258.1,538769,542370
NW_024541262.1,230526,233069
NW_024541262.1,630870,638521
NW_024541271.1,451466,453264
NW_024541313.1,242181,242715
NW_024541314.1,13607,14078
NW_024541324.1,159987,162725
NW_024541355.1,114412,115552
NW_024542067.1,228205,229487
NW_024542082.1,65157,67489
NW_024542091.1,31769,32680
NW_024542091.1,276292,278794
NW_024542091.1,278889,280133
NW_024542099.1,73526,75672
NW_024542107.1,107349,109632
NW_024542107.1,151162,153178
NW_024542125.1,144979,145528
NW_024542400.1,6824,8519
NC_054698.1,121637,122338
NC_054698.1,799661,801589
NC_054698.1,1133130,1135025
NC_054698.1,1189843,1194205
NC_054698.1,1319587,1322606
NC_054698.1,1447165,1448695
NC_054698.1,1891853,1893237
NC_054698.1,2474775,2475693
NC_054698.1,2521090,2522791
NC_054698.1,2602408,2604283
NC_054698.1,2697022,2697462
NT_165979.1,385879,388095
NT_165979.1,523112,524413
NT_165979.1,907056,907666
NT_165979.1,1055704,1056072
NT_165979.1,1277923,1278681
NT_165979.1,1828336,1829244
NT_165979.1,2179206,2180463
NT_165979.1,2280235,2280971
NT_165979.1,2427381,2429951
NT_165979.1,2642373,2643520
NT_165981.1,598386,599058
NT_165981.1,912580,916669
NT_165981.1,1011336,1012080
NT_165981.1,1497500,1501731
NT_165981.1,1857880,1858672
NT_165981.1,2028248,2029031
NT_165981.1,3415742,3417418
NT_165981.1,3503045,3505349
NT_165981.1,3546842,3548033
NW_025065215.1,21101,23069
NW_025065215.1,282792,283002
NW_025065215.1,515392,515954
NW_025065215.1,911976,914577
NW_025065215.1,973970,975008
NW_025065215.1,1241089,1242934
NW_025065215.1,1260528,1263378
NW_025091230.1,646758,647460
NW_025091230.1,801962,803600
NW_025091230.1,848286,853867
NW_024065910.1,125527,126802
NW_024065910.1,733305,735287
NW_024065950.1,246024,248346
NW_024065950.1,294606,295997
NW_024065952.1,190152,192499
NW_024065957.1,235344,236952
NW_024065957.1,241712,243657
NW_007361013.1,131516,131588
NW_007361013.1,1062565,1063186
NW_007361030.1,228959,229247
NW_007361037.1,30290,31079
NW_007361072.1,144663,147399
NW_007361073.1,85287,86324
NW_007361073.1,96888,99372
NW_025544662.1,126795,127071
NW_025544662.1,154730,155936
NW_025544662.1,172313,174274
NW_025544662.1,477049,477958
NW_025544662.1,546467,546701
NW_025544662.1,1294581,1295502
NW_025544662.1,2196446,2197016
NW_025544662.1,2364570,2365634
NW_025544662.1,2676141,2678537
NW_025544666.1,9035,9749
NW_025544666.1,60337,61904
NW_025544666.1,165434,167369
NW_025544666.1,367925,368885
NW_025544669.1,79453,80737
NW_025544676.1,173291,174319
NW_025544715.1,145763,146093
NW_025544717.1,176941,178515
NW_025544765.1,73764,74094
NC_030961.1,582038,583033
NC_030961.1,676878,678810
NC_030961.1,964766,967740
NC_030961.1,2016747,2029591
NC_030961.1,2974601,2975144
NC_030961.1,3105546,3107912
NC_030961.1,3876331,3878546
NW_017263917.1,715571,715842
NW_017263917.1,1242114,1242982
NW_017263917.1,2532391,2532757
NW_017263917.1,2567725,2571844
NW_017263917.1,3582767,3583665
NW_017263917.1,3621591,3623863
NW_017263917.1,4107109,4109395
NW_023500908.1,269500,271356
NW_023500908.1,1415510,1416569
NW_023500908.1,1525123,1526461
NW_023500908.1,1689019,1690069
NW_023500908.1,1814710,1816041
NW_023500908.1,2329736,2330696
NW_023500908.1,2767492,2768368
NW_023500908.1,2821757,2822201
NW_023500908.1,3208721,3210255
NW_023500908.1,3632941,3633429
NW_023500908.1,4003425,4004049
NW_023500908.1,5448826,5451117
NW_023500908.1,6462178,6463399
NW_023500908.1,6674587,6678010
NW_023336260.1,423797,429421
NW_023336260.1,901393,902172
NW_023336260.1,1430827,1434064
NW_023336260.1,2248411,2250000
NW_023336260.1,2409205,2409661
NW_023336260.1,3086688,3088874
NW_023336260.1,3521685,3523627
NW_023336266.1,472554,473301
NW_023336266.1,831638,832705
NW_023336266.1,877744,879640
NW_023336266.1,2466643,2469358
NW_023336266.1,2772542,2774869
NW_023336266.1,2846552,2849711
NW_023501018.1,175739,176420
NW_023501018.1,757380,758574
NW_023501018.1,1095139,1096078
NW_023501018.1,2611883,2612847
NW_023501018.1,2679891,2680515
NW_023501018.1,3598520,3599726
NW_023501018.1,4026308,4027958
NW_023501018.1,4887831,4888204
NW_023501022.1,533455,536704
NW_023501022.1,839541,841017
NW_023501022.1,1850811,1853161
NW_023501022.1,2701896,2703094
NW_023501022.1,2955498,2957413
NW_023501022.1,3636693,3637591
NW_023501022.1,3790555,3790872
NW_023501022.1,3973793,3974956
NW_023501022.1,4326684,4327668
NW_023501023.1,467116,468033
NW_023501023.1,705414,706843
NW_023501023.1,1528525,1529932
NW_023501023.1,2254208,2255645
NW_023501023.1,2933106,2934033
NW_023501023.1,3357105,3357838
NW_023501023.1,3788239,3789196
NW_025764279.1,296342,297789
NW_025764279.1,663992,665409
NW_025764279.1,763420,772143
NW_025764279.1,819579,820827
NW_025764279.1,876629,877345
NW_025764279.1,1190895,1191636
NW_025764279.1,1196643,1197494
NW_025764279.1,1220805,1221913
NW_025764279.1,1324233,1327177
NW_025764279.1,1383156,1386604
NW_025764279.1,1430254,1431139
NW_025764279.1,1821217,1822638
NW_025764279.1,2097921,2099822
NW_025764279.1,2345273,2349202
NW_025764279.1,2421885,2425862
NW_025764279.1,2675893,2677463
NW_025764279.1,2804084,2805900
NW_025764279.1,2911702,2913066
NW_025764279.1,2954058,2956823
NW_025764289.1,533133,534561
NW_025764289.1,672123,673247
NW_025764289.1,762992,764267
NW_025764289.1,911009,912600
NW_007360326.1,719721,720219
NW_007360326.1,2130173,2132518
NW_007360326.1,2672776,2673424
NW_007360326.1,2705874,2707497
NW_017264775.1,63359,64763
NW_017264775.1,71541,72489
NW_017264775.1,333371,335979
NW_017264775.1,619989,622856
NW_025544816.1,215997,217550
NW_025544816.1,318863,319031
NW_025544785.1,511972,512217
NW_025544785.1,766336,766426
NW_025544785.1,1227416,1228628
NW_025544787.1,233135,234316
NW_004504311.1,260864,262826
NW_004504311.1,790745,792508
NW_004504311.1,1394481,1396722
NW_004504311.1,1793958,1796656
NW_004504311.1,2001767,2002987
NW_004504311.1,2830529,2832942
NW_004504311.1,3051174,3051857
NW_004504311.1,3159497,3161098
NW_004504311.1,3443174,3446301
NW_004504311.1,3529976,3530162
NW_004504311.1,3540862,3544015
NW_004504311.1,3822097,3825027
NW_025953045.1,60043,60890
NW_025953045.1,324056,326084
NW_025953045.1,618354,620986
NW_025953045.1,1204580,1205679
NW_025953051.1,413235,413622
NW_025953060.1,139142,140184
NW_025952976.1,301916,302946
NW_025952979.1,480957,481638
NW_025952979.1,526002,526368
NW_025954199.1,239068,239139
NW_025954199.1,614922,618841
NW_025954199.1,739310,743715
NW_025954200.1,436408,437374
NW_025954220.1,27455,30370
NW_025954220.1,184340,187812
NW_025954220.1,265839,267302
NW_025954236.1,153036,154261
NW_025954236.1,228573,229537
NW_025954256.1,148871,149483
NW_025954293.1,68139,70007
NW_025954298.1,19096,19315
NW_025954298.1,73352,74490
NW_025954966.1,424642,426596
NW_025954968.1,612487,615540
NW_025954990.1,98251,101348
NW_025954990.1,171861,172498
NW_025955025.1,110886,112923
NW_025955025.1,131827,133211
NW_025955034.1,10641,14137
NW_025955034.1,61421,63302
NW_025955036.1,111298,114069
NW_025955036.1,159940,161281
NW_025955053.1,8924,9329
NW_025955058.1,41097,42546
NW_026252329.1,56093,60360
NW_026251388.1,862671,863785
NW_026251388.1,1097010,1098152
NW_026260098.1,106596,107643
NW_026260106.1,27381,29094
NW_003299041.1,617368,619145
NW_024468519.1,54340,56565
NW_024468519.1,132575,133252
NW_024468530.1,252882,254196
NW_024468539.1,348895,351777
NW_024468546.1,80550,83650
NW_024468554.1,276439,279194
NW_024468558.1,199369,200072
NW_024468562.1,61874,63125
NW_024468564.1,228089,231821
NW_024468574.1,143329,146553
NW_024467527.1,396765,398802
NW_024467527.1,744423,746101
NW_024467527.1,917588,918180
NW_024467527.1,1299051,1300516
NW_024467527.1,1327649,1328271
NW_024467527.1,2038215,2038800
NW_024467527.1,2195274,2197018
NW_024467527.1,2244737,2246880
NW_024467534.1,78785,80061
NW_024467534.1,143517,145053
NW_024467534.1,326523,328609
NW_024467534.1,555578,556585
NW_024467534.1,574194,575465
NW_024467859.1,219991,221475
NW_024467859.1,442542,443363
NW_024467859.1,803505,810336
NW_024467859.1,1072666,1074422
NW_024467859.1,1077821,1078523
NW_024467859.1,1287874,1290786
NW_024467859.1,1957076,1959601
NW_024467859.1,1997810,1999884
NW_024467859.1,2297349,2298634
NW_024467859.1,2334817,2335916
NW_024467859.1,2351833,2353081
NW_024467859.1,2796020,2798152
NW_024467859.1,3440999,3441837
NW_024467859.1,3500738,3502523
NW_024467859.1,3700795,3702111
NW_024467859.1,3808787,3810374
NW_024467859.1,3949013,3949703
NW_024467859.1,5358402,5359600
NW_024470054.1,960598,961325
NW_024470054.1,1241273,1242377
NW_024470054.1,1405572,1408680
NW_024470054.1,1557619,1558225
NW_024470054.1,1752044,1753981
NW_024470070.1,162920,164687
NW_024470070.1,283710,285880
NW_024470072.1,74312,75596
NW_024470073.1,462111,463806
NW_024470076.1,198158,198638
NW_024470083.1,134504,136304
NW_024470083.1,173758,174983
NW_024470090.1,23402,25922
NW_024470090.1,71701,73122
NW_024467203.1,125395,126275
NW_024467203.1,750657,753047
NW_024467203.1,758757,759165
NW_024467203.1,900790,904562
NW_024467203.1,945982,946879
NW_024467211.1,130843,131548
NW_024467211.1,585500,586056
NW_024467211.1,966768,968056
NW_024467214.1,29242,30196
NW_024467214.1,413733,417146
NW_024467214.1,544521,544984
NW_024467218.1,281717,282824
NW_024467219.1,568144,568811
NW_024537392.1,243374,244412
NW_024537392.1,313957,315416
NC_058392.1,107512,108975
NC_058392.1,187641,188491
NC_058392.1,388255,389929
NC_058392.1,597287,597923
NC_058392.1,919052,920195
NC_058392.1,1480455,1481146
NC_058392.1,1923253,1923762
NC_058392.1,2278876,2279422
NC_058392.1,2294573,2295539
NC_058392.1,2348529,2349525
NC_058392.1,2357898,2358816
NC_058392.1,2422043,2423045
NC_058392.1,3139399,3140803
NC_058392.1,3525773,3529284
NC_058392.1,3765645,3767044
NC_058392.1,4108622,4109907
NC_058400.1,412001,414343
NC_058400.1,604557,607761
NC_058400.1,774899,775841
NC_058400.1,1032508,1040500
NC_058400.1,1874402,1876004
NC_058400.1,1889883,1891069
NC_058400.1,2202506,2202600
NC_058400.1,2684712,2692596
NC_058400.1,2700875,2703181
NC_058400.1,2705108,2708055
NC_058400.1,4274060,4274723
NC_058400.1,4352898,4354514
NC_058400.1,4829035,4829118
NC_058400.1,4854547,4854955
NC_058400.1,4932047,4933392
NC_058400.1,5309494,5311036
NC_058400.1,5481945,5483187
NC_058400.1,5936040,5937258
NC_058400.1,6237671,6238446
NC_058400.1,6449945,6456673
NC_058400.1,6686471,6688071
NC_058400.1,6751844,6753086
NC_058400.1,7447665,7448286
NC_058400.1,8329423,8330614
NC_058400.1,8418082,8419270
NC_058400.1,8649204,8651108
NC_058400.1,8859001,8860242
NC_058400.1,9415698,9416169
NC_058400.1,9883712,9884411
NW_025408565.1,729951,732333
NW_017263582.1,250556,252648
NW_017263582.1,1007516,1008673
NW_017263582.1,1225916,1226390
NW_017263582.1,1356154,1357903
NW_017263582.1,1422578,1423230
NW_017263582.1,1465409,1466621
NW_017263582.1,1709839,1710974
NW_017263582.1,1791574,1792938
NW_017263582.1,1795848,1796539
NW_017263593.1,368932,369831
NW_017263593.1,472540,473579
NW_017263593.1,731826,732973
NW_017263601.1,150517,152450
NW_017263601.1,206771,208229
NW_017263604.1,77533,78216
NW_017263604.1,239959,240727
NW_017263604.1,466199,467622
NW_017263604.1,919768,920668
NW_017263604.1,939186,939902
NW_017263604.1,971840,973530
NW_017263616.1,73609,74599
NW_017263616.1,303141,303951
NW_017263616.1,524902,527061
NW_017263620.1,224804,226036
NW_017263620.1,243773,244918
NW_006920874.1,54674,56701
NW_006920874.1,534269,536904
NW_006920874.1,708196,709453
NW_006920874.1,732951,737220
NW_006920874.1,849858,850930
NW_006920874.1,915891,917219
NW_006920874.1,962227,963928
NW_025764159.1,183211,184924
NW_025764717.1,114293,115421
NW_025764717.1,395922,401347
NW_025764717.1,517366,518296
NW_025764721.1,205321,209388
NW_025764747.1,43372,45532
NW_025764747.1,78535,79141
NW_025763370.1,247315,249264
NW_025763370.1,1392202,1394001
NW_025763370.1,1407338,1409764
NW_025763370.1,2053114,2054507
NW_025763370.1,2357534,2359620
NW_025763370.1,2626706,2627861
NW_025763370.1,2790625,2791663
NW_025763370.1,3136019,3137602
NW_025763370.1,3245466,3245778
NW_025763370.1,3432958,3434379
NW_025763370.1,3930219,3930771
NW_025763370.1,4202359,4203681
NW_025763370.1,4671993,4672886
NW_025763370.1,4829485,4830854
NW_025763370.1,5567879,5568750
NW_025763370.1,5931106,5931493
NW_025763370.1,6181948,6184554
NW_025763370.1,7404840,7405659
NW_025763641.1,578139,580867
NW_025764307.1,358666,360736
NW_025764307.1,559062,559384
NW_025764323.1,212499,214465
NW_025764336.1,203054,204275
NW_025764336.1,281602,283306
NW_025764336.1,359845,360820
NW_025764337.1,30036,31279
NW_025764337.1,482298,483844
NW_025764347.1,102535,105465
NW_025764349.1,333309,334200
NW_025764359.1,256404,258901
NW_025764367.1,185752,186334
NW_025764367.1,237235,237693
NW_025764374.1,29056,29967
NW_025764374.1,167082,167947
NW_025764444.1,888594,893000
NW_025764444.1,1143180,1144926
NW_025764447.1,1133052,1134031
NW_025764462.1,322187,322679
NW_025764462.1,438233,438746
NW_025764462.1,579198,581011
NW_025764467.1,112839,113589
NW_025764477.1,105708,106798
NW_025764480.1,183870,184936
NC_014942.1,525434,525767
NC_014942.1,1011874,1013677
NC_014942.1,1172567,1173760
NC_014948.1,56256,60860
NC_014948.1,154276,156712
NC_014948.1,280996,282776
NC_014948.1,330496,332960
NC_014948.1,560098,560341
NC_007194.1,657845,658664
NC_007194.1,895075,895958
NC_007194.1,968821,972125
NC_007194.1,1005386,1006061
NC_007194.1,1028327,1029898
NC_007194.1,1284031,1285205
NC_007194.1,1801211,1803077
NC_007194.1,2341462,2342225
NC_007194.1,2407311,2409143
NC_007194.1,2441555,2442180
NC_007194.1,2524180,2524840
NC_007194.1,2572200,2573625
NC_007194.1,2595157,2596524
NC_007194.1,2645806,2646889
NC_007194.1,2940362,2943650
NC_007194.1,3267978,3269324
NC_007194.1,3430903,3433736
NC_007194.1,4219328,4221360
NC_007198.1,273336,274032
NC_007198.1,833225,834771
NC_007198.1,984369,985825
NC_007198.1,1064414,1065965
NC_007198.1,1446972,1451166
NC_007198.1,1451622,1452127
NC_007198.1,1649130,1650863
NC_007198.1,1978603,1979250
NC_007198.1,2114321,2114394
NC_007198.1,2368262,2376207
NC_007198.1,2384802,2386352
NC_007198.1,2596693,2597526
NC_007198.1,2671446,2674328
NC_007198.1,2857204,2857396
NC_007198.1,3576726,3578641
NC_007198.1,3700261,3701056
NC_007198.1,3715547,3717295
NW_024468260.1,478371,478618
NW_003456422.1,15649,17660
NW_003456422.1,1169230,1170291
NW_019671920.1,57904,59217
NW_019671920.1,1030889,1032731
NW_019671923.1,488345,491580
NW_019672028.1,592,665
NW_011371360.1,102179,105988
NW_011371360.1,311761,313099
NW_011371360.1,521812,524146
NW_011371360.1,601595,602777
NW_011371360.1,695831,696917
NW_011371360.1,2151419,2152655
NW_011371360.1,2215515,2216184
NW_011371360.1,3610086,3610272
NW_011371366.1,817668,818210
NW_011371366.1,819730,821794
NW_015971543.1,345270,346831
NW_015971543.1,429253,431107
NW_015971543.1,950292,951812
NW_015971543.1,1021755,1023713
NW_015971543.1,1190044,1191378
NW_015971543.1,1420327,1422717
NW_015971549.1,435837,437563
NW_015971553.1,129374,132913
NW_026252124.1,187208,189464
NW_026251927.1,1376604,1378471
NW_026251689.1,1414669,1415515
NW_026251934.1,490609,491649
NW_026251819.1,41593,44803
NW_026250110.1,369597,370665
NW_019028990.1,139187,140725
NW_019028990.1,634740,635492
NW_019028992.1,48376,49595
NW_019028992.1,358997,360691
NW_019029014.1,125971,128851
NW_019029037.1,35967,36162
NW_019029053.1,59401,60981
NW_017802361.1,196598,197112
NW_017802361.1,401175,404981
NW_017802373.1,147330,149116
NW_017802373.1,268544,270716
NW_003307526.1,2134,2513
NW_003307543.1,320825,321461
NW_003307543.1,1013609,1014968
NW_003307543.1,3399916,3401741
NC_035790.1,1219521,1221075
NC_035790.1,1371103,1371328
NC_035790.1,1455004,1455268
NC_035790.1,2595379,2597367
NC_035790.1,3140972,3143728
NC_035790.1,3311128,3312018
NC_035790.1,3499124,3500063
NC_035790.1,4615824,4616238
NC_035790.1,4689865,4691942
NC_035790.1,5266099,5266420
NC_035790.1,5307962,5309232
NC_035790.1,5531209,5532628
NC_035790.1,5610961,5612689
NC_035790.1,5931746,5932828
NC_035790.1,6765538,6766475
NC_035790.1,7316679,7317195
NC_035790.1,8023366,8024744
NC_035790.1,8525356,8527101
NW_024467575.1,1844711,1845965
NW_024467575.1,3600062,3602917
NW_024467575.1,3779966,3781318
NW_024467575.1,3831634,3833335
NW_024467575.1,3901634,3904050
NW_024467585.1,130820,132500
NW_024467585.1,676135,678995
NW_024467590.1,184417,185229
NW_024467598.1,152537,153758
NW_024467303.1,191869,192460
NW_024467303.1,496360,497720
NW_024467303.1,498970,499624
NW_024467303.1,546474,547486
NW_024467303.1,715328,716520
NW_024467305.1,397952,398844
NW_024467132.1,152380,153773
NW_024467339.1,91318,96962
NW_024467419.1,972676,974529
NW_024467419.1,1671049,1672929
NW_024467419.1,1960101,1978950
NW_024467419.1,2055761,2056814
NW_024467477.1,155138,156671
NW_024539415.1,10300,11513
NW_024539429.1,30452,31316
NW_024539429.1,33448,36334
NW_024539460.1,11760,12075
NW_024545252.1,438341,440117
NW_024545252.1,1446123,1447746
NW_024545252.1,2346353,2348648
NW_024545252.1,2399597,2403824
NW_024545263.1,44718,45852
NW_024545264.1,470657,471067
NW_024545274.1,359896,361189
NC_054862.1,497088,498246
NC_054862.1,895334,896242
NC_054862.1,1060475,1062394
NC_054862.1,1208084,1208743
NC_054862.1,2150125,2150624
NC_054862.1,2277637,2278964
NC_054862.1,2280349,2282277
NC_054862.1,2459635,2462937
NC_054862.1,2677617,2684965
NC_054862.1,2999167,3003590
NC_054862.1,3008819,3009832
NC_054862.1,3110982,3112461
NC_054862.1,3179059,3184226
NC_054862.1,3287382,3287732
NC_054862.1,3341064,3343497
NC_054862.1,3385084,3385700
NC_054862.1,3454026,3455937
NC_054862.1,3543394,3544788
NC_054863.1,435746,436996
NC_054863.1,614746,615677
NC_054863.1,736478,738025
NC_054863.1,1524424,1525672
NC_054863.1,1559916,1561711
NC_054863.1,1887901,1888455
NC_054863.1,2448716,2449370
NC_054863.1,2601897,2605743
NW_024541258.1,145103,147467
NW_024541258.1,399031,401037
NW_024541258.1,451643,453027
NW_024541258.1,607485,609392
NW_024541262.1,605224,605962
NW_024541271.1,46841,47901
NW_024541271.1,66191,67453
NW_024541271.1,330491,332028
NW_024541271.1,478618,479510
NW_024541275.1,33885,37462
NW_024541286.1,285613,287334
NW_024541286.1,343482,346159
NW_024541292.1,13212,14386
NW_024541292.1,95003,96152
NW_024541292.1,257381,258573
NW_024541292.1,266212,267414
NW_024541313.1,20784,21185
NW_024541337.1,112497,113767
NW_024541341.1,10997,11805
NW_024541341.1,105327,108321
NW_024541416.1,11764,12522
NW_024542067.1,22826,24888
NW_024542082.1,45180,46340
NW_024542082.1,53026,53730
NW_024542082.1,310225,311954
NW_024542103.1,80687,81631
NW_024542103.1,272540,273404
NW_024542107.1,246419,247056
NW_024542116.1,159775,161184
NW_024542116.1,166962,169190
NW_024542162.1,54944,57964
NW_024542162.1,112962,113250
NW_024542168.1,36158,37166
NC_054698.1,83029,84331
NC_054698.1,508262,511572
NC_054698.1,804866,806839
NC_054698.1,1163652,1165123
NC_054698.1,1174470,1175285
NC_054698.1,1228463,1231043
NC_054698.1,1381776,1386355
NC_054698.1,1409717,1410201
NC_054698.1,1839791,1841704
NC_054698.1,3090143,3091100
NT_165979.1,1327097,1327171
NT_165979.1,2397676,2398923
NT_165979.1,3236653,3237701
NT_165979.1,4144294,4145438
NT_165979.1,4571537,4572344
NT_165981.1,355711,356551
NT_165981.1,406491,408021
NT_165981.1,607886,613428
NT_165981.1,1457199,1458630
NT_165981.1,1643059,1648944
NT_165981.1,2242877,2243355
NT_165981.1,2349915,2351320
NT_165981.1,2629474,2631548
NT_165981.1,2741845,2744216
NT_165981.1,3470243,3472777
NW_025065215.1,317761,319096
NW_025065215.1,483978,485483
NW_025065215.1,645572,647757
NW_025065215.1,717582,718989
NW_025065215.1,731022,731739
NW_025065215.1,742899,743724
NW_025091230.1,227385,228356
NW_025091230.1,433179,433533
NW_025091230.1,563093,564287
NW_025091230.1,768948,770836
NW_024065910.1,782829,783970
NW_024065910.1,793102,793986
NW_024065910.1,1006614,1011073
NW_024065950.1,201972,202683
NW_024065954.1,196297,197229
NW_024065957.1,66198,67082
NW_024065957.1,293211,295130
NW_007361013.1,303764,305363
NW_007361030.1,6618,8115
NW_007361030.1,94471,96269
NW_007361030.1,109422,110070
NW_007361030.1,560013,560724
NW_007361037.1,327271,328219
NW_007361037.1,449565,450012
NW_007361050.1,192746,194625
NW_025544662.1,367460,368370
NW_025544662.1,1415334,1417420
NW_025544662.1,1914200,1918231
